gridID,TreeFrac,CropFrac,ShrubFrac,HerbFrac
8648,0.0113,0.0000,0.2880,0.2204
8649,0.0044,0.0023,0.2884,0.2947
8650,0.0063,0.0001,0.2792,0.2238
8651,0.0034,0.0000,0.3423,0.4454
8652,0.0063,0.0001,0.3449,0.4191
8653,0.0036,0.0003,0.3268,0.4943
8654,0.0127,0.1286,0.2515,0.4155
8655,0.0134,0.0212,0.2609,0.2382
8656,0.0125,0.0000,0.2852,0.2937
8657,0.0016,0.0002,0.2869,0.4593
8658,0.0018,0.0002,0.2502,0.5058
8659,0.0023,0.0001,0.2587,0.4275
8660,0.0002,0.0001,0.2444,0.5415
8661,0.0028,0.0000,0.2589,0.6097
8662,0.0361,0.0000,0.2953,0.5347
8663,0.0018,0.0000,0.2686,0.4207
8664,0.0017,0.0000,0.2805,0.4307
8665,0.0018,0.0000,0.2643,0.5668
8666,0.0031,0.0000,0.3012,0.4615
8667,0.0007,0.0001,0.2730,0.4584
8668,0.0011,0.0007,0.2421,0.4264
8669,0.0003,0.0002,0.2492,0.4874
8670,0.0002,0.0004,0.2453,0.4859
8671,0.0001,0.0067,0.2315,0.4844
8672,0.0014,0.0511,0.1713,0.4951
8673,0.0042,0.0257,0.2164,0.4194
8674,0.0016,0.0005,0.2434,0.4497
8675,0.0008,0.0014,0.2590,0.5199
8676,0.0025,0.0002,0.2956,0.5231
8677,0.0030,0.0000,0.2913,0.5907
8678,0.0050,0.0000,0.2877,0.5881
8679,0.0045,0.0000,0.2357,0.6426
8680,0.0093,0.0000,0.2167,0.5580
8681,0.0045,0.0033,0.2168,0.6654
8682,0.0021,0.0032,0.2081,0.6698
8683,0.0010,0.0066,0.1807,0.6531
8684,0.0001,0.0042,0.1427,0.6206
8685,0.0001,0.0368,0.1377,0.5839
8686,0.0001,0.0368,0.1963,0.6606
8687,0.0001,0.1480,0.1836,0.5909
8688,0.0002,0.2150,0.1386,0.5442
8689,0.0107,0.1468,0.1692,0.5878
8690,0.0385,0.0151,0.2384,0.6407
8691,0.0382,0.0001,0.2437,0.6836
8692,0.0671,0.0022,0.2505,0.6360
8693,0.0784,0.0074,0.2653,0.5938
8694,0.0950,0.0106,0.2668,0.5810
8695,0.1078,0.0044,0.2683,0.5697
8696,0.1269,0.0817,0.1724,0.5721
8697,0.1493,0.1386,0.1742,0.4666
8698,0.1073,0.1849,0.1678,0.4869
8699,0.0508,0.4472,0.0983,0.3588
8700,0.0514,0.4301,0.1119,0.3813
8701,0.0934,0.2613,0.1486,0.4646
8702,0.1336,0.0935,0.1872,0.5552
8703,0.2253,0.0186,0.2041,0.4448
8704,0.1643,0.0491,0.1963,0.5446
8705,0.0908,0.1649,0.1534,0.5574
8706,0.2224,0.0502,0.1751,0.5070
8707,0.1971,0.0568,0.1837,0.5289
8708,0.2501,0.0261,0.1866,0.4979
8709,0.3242,0.0297,0.1716,0.4293
8710,0.3245,0.0356,0.1692,0.4386
8711,0.2619,0.0409,0.1636,0.4930
8712,0.2087,0.0422,0.1678,0.5523
8713,0.2357,0.0382,0.1418,0.5635
8714,0.2827,0.0276,0.1313,0.5354
8715,0.2850,0.0483,0.1190,0.5205
8716,0.2412,0.1078,0.1106,0.5177
8717,0.3746,0.0435,0.0970,0.4596
8718,0.3400,0.0986,0.0836,0.4540
8719,0.3309,0.0842,0.0776,0.4881
8720,0.3376,0.0657,0.0766,0.5033
8721,0.3090,0.0375,0.0938,0.5336
8722,0.2790,0.1377,0.0681,0.4294
8723,0.2534,0.1498,0.0367,0.2947
8724,0.3072,0.0820,0.0496,0.3992
8725,0.2767,0.0936,0.0570,0.5042
8726,0.1824,0.2607,0.0607,0.4774
8727,0.3191,0.1119,0.0433,0.5130
8728,0.4555,0.0399,0.0341,0.4206
8729,0.4557,0.0611,0.0341,0.4277
8730,0.4304,0.0556,0.0300,0.4365
8731,0.3715,0.0768,0.0293,0.4886
8732,0.4946,0.0455,0.0241,0.4197
8733,0.5576,0.0360,0.0248,0.3653
8734,0.3673,0.1375,0.0272,0.4453
8735,0.6383,0.0560,0.0196,0.2697
8736,0.6696,0.0249,0.0183,0.2580
8737,0.5575,0.0493,0.0277,0.3417
8738,0.7992,0.0061,0.0124,0.1698
8739,0.7377,0.0260,0.0156,0.2069
8740,0.7341,0.0238,0.0151,0.2055
8741,0.7594,0.0252,0.0187,0.1824
8742,0.6957,0.0292,0.0216,0.1894
8743,0.6272,0.0213,0.0229,0.2033
8744,0.5618,0.0868,0.0233,0.3036
8745,0.6948,0.0415,0.0275,0.2197
8746,0.8131,0.0161,0.0203,0.1349
8747,0.7742,0.0232,0.0157,0.1586
8748,0.8369,0.0163,0.0149,0.1183
8749,0.8774,0.0102,0.0126,0.0793
8750,0.3544,0.0044,0.0081,0.0465
8751,0.7159,0.0012,0.0104,0.0699
8752,0.8268,0.0073,0.0115,0.1222
8753,0.8497,0.0063,0.0148,0.1149
8754,0.9138,0.0037,0.0131,0.0627
8755,0.9534,0.0000,0.0075,0.0321
8756,0.8191,0.0425,0.0148,0.1094
8757,0.4678,0.2183,0.0373,0.2525
8758,0.5739,0.1306,0.0360,0.2109
8759,0.6301,0.1423,0.0231,0.1690
8760,0.8874,0.0087,0.0057,0.0783
8761,0.8460,0.0156,0.0095,0.1031
8762,0.8393,0.0046,0.0203,0.1047
8763,0.5729,0.0247,0.0747,0.1314
8764,0.5138,0.2832,0.0300,0.1301
8765,0.1658,0.5692,0.0308,0.1725
8766,0.3690,0.3202,0.0271,0.1825
8767,0.4495,0.3429,0.0304,0.1427
8768,0.4332,0.2274,0.0342,0.1514
8769,0.8493,0.0373,0.0101,0.0749
8770,0.9096,0.0183,0.0064,0.0558
8771,0.9503,0.0065,0.0036,0.0333
8772,0.9520,0.0039,0.0034,0.0321
8773,0.7773,0.0623,0.0119,0.0996
8774,0.9150,0.0135,0.0070,0.0533
8775,0.8318,0.0378,0.0136,0.1043
8776,0.7532,0.0636,0.0175,0.1454
8777,0.8122,0.0436,0.0151,0.1167
8778,0.7071,0.0939,0.0216,0.1623
8779,0.7310,0.0706,0.0222,0.1617
8780,0.8944,0.0176,0.0086,0.0595
8781,0.8739,0.0151,0.0119,0.0801
8782,0.8043,0.0424,0.0164,0.1187
8783,0.8203,0.0384,0.0145,0.1092
8784,0.7678,0.0296,0.0166,0.1310
8785,0.5859,0.0233,0.0181,0.1481
8786,0.5900,0.0587,0.0209,0.1690
8787,0.7747,0.0580,0.0172,0.1274
8788,0.8139,0.0448,0.0155,0.1059
8789,0.8697,0.0220,0.0120,0.0854
8790,0.8580,0.0200,0.0136,0.0953
8791,0.8876,0.0092,0.0116,0.0814
8792,0.0005,0.0019,0.2733,0.4168
8793,0.0006,0.0027,0.2545,0.2757
8794,0.0057,0.0023,0.1901,0.0648
8795,0.0002,0.0009,0.2514,0.0813
8796,0.0040,0.0000,0.3133,0.0728
8797,0.0121,0.0000,0.2932,0.1874
8798,0.0036,0.0092,0.2776,0.2198
8799,0.0081,0.0049,0.2851,0.1574
8800,0.0010,0.0009,0.3652,0.4113
8801,0.0019,0.0107,0.3056,0.3699
8802,0.0205,0.2805,0.1880,0.2858
8803,0.0181,0.1007,0.2489,0.2027
8804,0.0246,0.0002,0.3139,0.2041
8805,0.0009,0.0000,0.2951,0.4319
8806,0.0019,0.0000,0.3046,0.4548
8807,0.0010,0.0001,0.2492,0.5154
8808,0.0002,0.0000,0.2553,0.4694
8809,0.0000,0.0000,0.2462,0.5236
8810,0.0186,0.0000,0.2760,0.5880
8811,0.0668,0.0000,0.3212,0.4640
8812,0.0000,0.0000,0.2748,0.3666
8813,0.0007,0.0000,0.2723,0.5821
8814,0.0013,0.0003,0.2821,0.6322
8815,0.0031,0.0005,0.2854,0.4850
8816,0.0001,0.0006,0.2649,0.5006
8817,0.0001,0.0034,0.2164,0.4906
8818,0.0002,0.0012,0.2293,0.4854
8819,0.0002,0.0001,0.2550,0.5145
8820,0.0001,0.0000,0.2313,0.5131
8821,0.0004,0.0018,0.2203,0.4661
8822,0.0003,0.0026,0.2148,0.5744
8823,0.0019,0.0001,0.2655,0.4823
8824,0.0015,0.0000,0.2417,0.6004
8825,0.0001,0.0006,0.2598,0.5743
8826,0.0011,0.0000,0.2208,0.6237
8827,0.0038,0.0005,0.2203,0.6130
8828,0.0017,0.0000,0.1913,0.6805
8829,0.0092,0.0000,0.2064,0.6357
8830,0.0071,0.0022,0.2088,0.6113
8831,0.0012,0.0077,0.2104,0.6342
8832,0.0000,0.0535,0.1622,0.5995
8833,0.0002,0.0096,0.1801,0.6542
8834,0.0000,0.0940,0.1481,0.5974
8835,0.0003,0.1420,0.1614,0.5867
8836,0.0001,0.1937,0.1590,0.5338
8837,0.0000,0.2703,0.1140,0.5009
8838,0.0028,0.2216,0.1162,0.5578
8839,0.0260,0.0574,0.1898,0.6428
8840,0.0313,0.0114,0.2623,0.6529
8841,0.0217,0.0248,0.2707,0.6508
8842,0.0636,0.0060,0.2717,0.6148
8843,0.0827,0.0064,0.2491,0.6239
8844,0.1149,0.0613,0.2202,0.5585
8845,0.1475,0.0370,0.2234,0.5445
8846,0.1211,0.0057,0.2402,0.5969
8847,0.2201,0.0319,0.2134,0.5041
8848,0.0913,0.2829,0.1418,0.4491
8849,0.0493,0.3837,0.1155,0.4086
8850,0.0355,0.3920,0.1134,0.4199
8851,0.1043,0.0708,0.1847,0.6052
8852,0.1541,0.0070,0.1891,0.6110
8853,0.1699,0.0111,0.1792,0.6056
8854,0.1627,0.0727,0.1661,0.5672
8855,0.1880,0.0365,0.1683,0.5458
8856,0.1777,0.0703,0.1672,0.5367
8857,0.2178,0.0529,0.1616,0.5115
8858,0.2541,0.0446,0.1202,0.4041
8859,0.3179,0.0299,0.1512,0.4584
8860,0.2676,0.0344,0.1528,0.5196
8861,0.3365,0.0344,0.1520,0.4444
8862,0.2428,0.0660,0.1390,0.5219
8863,0.2053,0.0623,0.1224,0.5846
8864,0.2374,0.0488,0.1100,0.5665
8865,0.3513,0.0314,0.0889,0.4721
8866,0.3752,0.0283,0.0943,0.4708
8867,0.4281,0.0172,0.0855,0.4428
8868,0.4206,0.0390,0.0835,0.4294
8869,0.4547,0.0451,0.0716,0.3939
8870,0.3227,0.0284,0.0883,0.5406
8871,0.3363,0.0730,0.0773,0.4820
8872,0.3351,0.1116,0.0482,0.4691
8873,0.2155,0.2032,0.0558,0.4731
8874,0.2882,0.0964,0.0634,0.5235
8875,0.2425,0.1258,0.0554,0.5645
8876,0.2956,0.1210,0.0554,0.5079
8877,0.3376,0.0919,0.0438,0.4901
8878,0.4551,0.0604,0.0332,0.4051
8879,0.5568,0.0456,0.0236,0.3601
8880,0.3769,0.1108,0.0271,0.4292
8881,0.5467,0.0476,0.0249,0.3574
8882,0.5998,0.0587,0.0178,0.3008
8883,0.5712,0.0706,0.0192,0.3114
8884,0.6153,0.0233,0.0197,0.2646
8885,0.7015,0.0204,0.0163,0.2328
8886,0.8315,0.0032,0.0161,0.1379
8887,0.8535,0.0051,0.0122,0.1214
8888,0.7915,0.0135,0.0130,0.1668
8889,0.6702,0.0424,0.0156,0.2480
8890,0.6812,0.0544,0.0207,0.2263
8891,0.7297,0.0286,0.0251,0.1984
8892,0.5320,0.0771,0.0227,0.2971
8893,0.7173,0.0457,0.0190,0.1994
8894,0.6649,0.0507,0.0317,0.2247
8895,0.7388,0.0280,0.0211,0.1893
8896,0.7709,0.0279,0.0153,0.1613
8897,0.8228,0.0231,0.0126,0.1246
8898,0.8835,0.0116,0.0050,0.0807
8899,0.4792,0.0034,0.0109,0.0546
8900,0.8217,0.0056,0.0150,0.1077
8901,0.8654,0.0071,0.0186,0.0929
8902,0.8276,0.0178,0.0186,0.1187
8903,0.8936,0.0102,0.0082,0.0778
8904,0.8932,0.0047,0.0116,0.0751
8905,0.3965,0.2796,0.0382,0.2465
8906,0.5992,0.1386,0.0269,0.1793
8907,0.8150,0.0146,0.0142,0.1016
8908,0.8431,0.0084,0.0195,0.1096
8909,0.9349,0.0038,0.0025,0.0470
8910,0.8708,0.0092,0.0112,0.0905
8911,0.8223,0.0215,0.0154,0.1255
8912,0.7385,0.0362,0.0281,0.1706
8913,0.6568,0.1196,0.0343,0.1449
8914,0.3312,0.4338,0.0262,0.1508
8915,0.5923,0.2271,0.0196,0.1257
8916,0.6356,0.2178,0.0204,0.1021
8917,0.3892,0.2773,0.0303,0.1515
8918,0.6233,0.0536,0.0146,0.1123
8919,0.8761,0.0225,0.0080,0.0669
8920,0.9139,0.0083,0.0066,0.0556
8921,0.9148,0.0096,0.0076,0.0575
8922,0.9137,0.0110,0.0090,0.0581
8923,0.8741,0.0209,0.0111,0.0761
8924,0.8721,0.0158,0.0110,0.0822
8925,0.7627,0.0340,0.0188,0.1443
8926,0.7401,0.0647,0.0188,0.1525
8927,0.7631,0.0602,0.0190,0.1402
8928,0.8149,0.0363,0.0162,0.1095
8929,0.8589,0.0331,0.0108,0.0827
8930,0.8140,0.0376,0.0178,0.1174
8931,0.7523,0.0680,0.0193,0.1409
8932,0.7728,0.0587,0.0193,0.1344
8933,0.8083,0.0408,0.0140,0.1107
8934,0.7252,0.0641,0.0192,0.1595
8935,0.7691,0.0512,0.0180,0.1376
8936,0.7972,0.0497,0.0157,0.1179
8937,0.8531,0.0304,0.0124,0.0903
8938,0.8459,0.0225,0.0153,0.1053
8939,0.8592,0.0189,0.0125,0.0918
8940,0.8993,0.0146,0.0084,0.0670
8941,0.0000,0.0003,0.3106,0.3107
8942,0.0003,0.0050,0.2717,0.2399
8943,0.0032,0.0047,0.2540,0.2053
8944,0.0031,0.0000,0.2978,0.2002
8945,0.0294,0.0000,0.3103,0.0780
8946,0.0185,0.0000,0.2940,0.2225
8947,0.0159,0.0099,0.3043,0.2019
8948,0.0069,0.0084,0.2840,0.3252
8949,0.0014,0.0007,0.2733,0.3809
8950,0.0265,0.2392,0.1948,0.2887
8951,0.0408,0.0821,0.2656,0.2026
8952,0.0465,0.0000,0.3168,0.1514
8953,0.0022,0.0000,0.3024,0.3260
8954,0.0008,0.0000,0.2183,0.6613
8955,0.0000,0.0000,0.2419,0.6052
8956,0.0000,0.0025,0.1980,0.6519
8957,0.0005,0.0001,0.2012,0.6150
8958,0.0000,0.0000,0.2527,0.5127
8959,0.0139,0.0000,0.2926,0.5495
8960,0.0057,0.0000,0.2674,0.4669
8961,0.0008,0.0001,0.2573,0.4881
8962,0.0002,0.0000,0.2807,0.6336
8963,0.0001,0.0001,0.2311,0.6989
8964,0.0002,0.0000,0.2505,0.5264
8965,0.0005,0.0002,0.2467,0.5382
8966,0.0003,0.0002,0.2156,0.5858
8967,0.0000,0.0002,0.1978,0.5126
8968,0.0009,0.0002,0.2165,0.5138
8969,0.0007,0.0004,0.2146,0.4980
8970,0.0005,0.0016,0.2200,0.5290
8971,0.0019,0.0110,0.2205,0.5769
8972,0.0001,0.0000,0.2207,0.6042
8973,0.0010,0.0000,0.2392,0.6465
8974,0.0044,0.0037,0.2676,0.6105
8975,0.0005,0.0000,0.2473,0.6127
8976,0.0098,0.0006,0.2396,0.5280
8977,0.0038,0.0011,0.1973,0.6670
8978,0.0031,0.0368,0.1863,0.6483
8979,0.0037,0.0149,0.2433,0.6126
8980,0.0038,0.0149,0.2183,0.5818
8981,0.0006,0.0604,0.2000,0.5480
8982,0.0007,0.0099,0.1909,0.5999
8983,0.0003,0.0687,0.1441,0.5722
8984,0.0000,0.0559,0.1593,0.6293
8985,0.0014,0.1063,0.1670,0.5697
8986,0.0005,0.2454,0.1048,0.4930
8987,0.0045,0.1972,0.1375,0.5227
8988,0.0114,0.1375,0.1849,0.5948
8989,0.0233,0.0440,0.2536,0.6211
8990,0.0250,0.0540,0.2667,0.6060
8991,0.0501,0.0631,0.2511,0.5820
8992,0.0829,0.0378,0.2424,0.5861
8993,0.1611,0.0331,0.2339,0.5211
8994,0.1779,0.0042,0.2451,0.5342
8995,0.1547,0.0617,0.2081,0.5449
8996,0.1781,0.0827,0.1951,0.4869
8997,0.1289,0.1785,0.1790,0.4580
8998,0.1109,0.1583,0.1622,0.5294
8999,0.0660,0.2368,0.1376,0.4885
9000,0.0846,0.0920,0.1624,0.6141
9001,0.1435,0.0277,0.1772,0.6064
9002,0.1967,0.0317,0.1598,0.5672
9003,0.1824,0.0521,0.1452,0.5533
9004,0.1648,0.1071,0.1466,0.5307
9005,0.3413,0.0219,0.1633,0.4197
9006,0.3108,0.0303,0.1444,0.4064
9007,0.2893,0.0700,0.1319,0.4283
9008,0.2880,0.0563,0.1280,0.4858
9009,0.3202,0.0410,0.1392,0.4703
9010,0.2372,0.0596,0.1385,0.5357
9011,0.2290,0.1757,0.1086,0.4567
9012,0.2511,0.0942,0.1162,0.5105
9013,0.3813,0.0636,0.0893,0.4331
9014,0.2922,0.0629,0.0949,0.5193
9015,0.3661,0.0375,0.0975,0.4716
9016,0.4062,0.0060,0.0932,0.4593
9017,0.4592,0.0092,0.0869,0.4150
9018,0.3486,0.0569,0.0724,0.4751
9019,0.2527,0.0351,0.0890,0.5886
9020,0.3676,0.0771,0.0590,0.4572
9021,0.2504,0.2302,0.0478,0.4487
9022,0.1160,0.3781,0.0538,0.3999
9023,0.1467,0.3075,0.0582,0.4641
9024,0.2658,0.0910,0.0577,0.5588
9025,0.2101,0.2512,0.0563,0.4613
9026,0.3325,0.1460,0.0365,0.4699
9027,0.3925,0.0687,0.0433,0.4760
9028,0.4965,0.0827,0.0259,0.3734
9029,0.4357,0.1121,0.0284,0.4044
9030,0.4865,0.1079,0.0296,0.3001
9031,0.4966,0.1239,0.0226,0.3318
9032,0.4664,0.0806,0.0254,0.4047
9033,0.5859,0.0276,0.0235,0.3137
9034,0.7368,0.0091,0.0164,0.2148
9035,0.8739,0.0026,0.0097,0.1048
9036,0.8099,0.0162,0.0108,0.1494
9037,0.6528,0.0421,0.0239,0.2351
9038,0.7577,0.0251,0.0183,0.1870
9039,0.7981,0.0106,0.0198,0.1577
9040,0.7508,0.0249,0.0286,0.1775
9041,0.7115,0.0317,0.0252,0.2035
9042,0.6828,0.0454,0.0277,0.2042
9043,0.7082,0.0389,0.0292,0.2053
9044,0.6977,0.0419,0.0279,0.2077
9045,0.6230,0.0560,0.0181,0.2381
9046,0.7898,0.0384,0.0136,0.1381
9047,0.5882,0.0275,0.0088,0.1226
9048,0.6262,0.0022,0.0135,0.0756
9049,0.8700,0.0066,0.0115,0.0920
9050,0.7922,0.0258,0.0158,0.1474
9051,0.7907,0.0222,0.0175,0.1532
9052,0.8080,0.0253,0.0136,0.1384
9053,0.6432,0.0524,0.0156,0.1506
9054,0.3068,0.2826,0.0339,0.2801
9055,0.8687,0.0147,0.0085,0.0947
9056,0.8527,0.0118,0.0118,0.1099
9057,0.9451,0.0031,0.0048,0.0397
9058,0.9723,0.0002,0.0003,0.0214
9059,0.9018,0.0036,0.0088,0.0697
9060,0.8142,0.0219,0.0179,0.1272
9061,0.7715,0.0313,0.0140,0.1489
9062,0.8211,0.0186,0.0194,0.1248
9063,0.6196,0.1020,0.0295,0.2011
9064,0.3923,0.3589,0.0346,0.1535
9065,0.3046,0.5155,0.0238,0.1214
9066,0.3090,0.3844,0.0294,0.1612
9067,0.6313,0.1345,0.0220,0.0995
9068,0.9036,0.0215,0.0059,0.0558
9069,0.9069,0.0152,0.0049,0.0523
9070,0.8998,0.0125,0.0110,0.0678
9071,0.8811,0.0220,0.0106,0.0779
9072,0.9243,0.0139,0.0054,0.0490
9073,0.8342,0.0373,0.0137,0.1010
9074,0.6291,0.0697,0.0247,0.1974
9075,0.7502,0.0578,0.0195,0.1489
9076,0.8320,0.0297,0.0152,0.1106
9077,0.7755,0.0492,0.0169,0.1146
9078,0.8354,0.0278,0.0151,0.1038
9079,0.8135,0.0322,0.0136,0.1093
9080,0.7900,0.0485,0.0186,0.1288
9081,0.6632,0.1215,0.0208,0.1745
9082,0.7607,0.0578,0.0165,0.1411
9083,0.7342,0.0644,0.0207,0.1580
9084,0.7829,0.0366,0.0175,0.1315
9085,0.8462,0.0298,0.0119,0.0923
9086,0.9431,0.0068,0.0030,0.0396
9087,0.9456,0.0021,0.0042,0.0416
9088,0.9241,0.0081,0.0068,0.0515
9089,0.8484,0.0234,0.0161,0.1004
9090,0.0000,0.0001,0.2617,0.3066
9091,0.0000,0.0018,0.2537,0.3551
9092,0.0047,0.0000,0.2897,0.2071
9093,0.0164,0.0000,0.2815,0.3137
9094,0.0265,0.0001,0.3078,0.2299
9095,0.0087,0.0000,0.2719,0.2301
9096,0.0246,0.0000,0.3124,0.1347
9097,0.0092,0.0002,0.2817,0.1579
9098,0.0189,0.1140,0.2254,0.1927
9099,0.0317,0.2359,0.1814,0.2358
9100,0.0331,0.0000,0.2734,0.2589
9101,0.0139,0.0000,0.3217,0.3067
9102,0.0001,0.0000,0.2833,0.4404
9103,0.0006,0.0000,0.1932,0.7234
9104,0.0000,0.0000,0.1874,0.7124
9105,0.0000,0.0000,0.2118,0.6382
9106,0.0022,0.0000,0.2645,0.4675
9107,0.0006,0.0000,0.2880,0.4947
9108,0.0010,0.0001,0.2800,0.4831
9109,0.0018,0.0009,0.2527,0.3909
9110,0.0013,0.0000,0.2924,0.5477
9111,0.0003,0.0000,0.2835,0.6608
9112,0.0000,0.0000,0.2434,0.6810
9113,0.0004,0.0000,0.2720,0.5522
9114,0.0002,0.0001,0.2788,0.5631
9115,0.0009,0.0038,0.2443,0.5691
9116,0.0007,0.0006,0.2188,0.5005
9117,0.0004,0.0012,0.2016,0.5285
9118,0.0015,0.0077,0.1719,0.5395
9119,0.0013,0.0074,0.2135,0.5190
9120,0.0003,0.0003,0.2274,0.4817
9121,0.0013,0.0000,0.2399,0.5606
9122,0.0019,0.0001,0.2266,0.5988
9123,0.0026,0.0000,0.2778,0.5824
9124,0.0022,0.0000,0.2682,0.6034
9125,0.0045,0.0000,0.2565,0.5903
9126,0.0048,0.0211,0.1914,0.6565
9127,0.0011,0.0314,0.1991,0.6424
9128,0.0053,0.0110,0.2114,0.5773
9129,0.0094,0.0133,0.1645,0.4870
9130,0.0192,0.0384,0.2188,0.5872
9131,0.0032,0.0240,0.2204,0.6110
9132,0.0025,0.0104,0.1988,0.6656
9133,0.0047,0.0448,0.2127,0.5998
9134,0.0148,0.0609,0.2440,0.5913
9135,0.0051,0.1048,0.1781,0.5926
9136,0.0082,0.1959,0.1371,0.5311
9137,0.0350,0.1446,0.2010,0.5589
9138,0.0504,0.0452,0.2643,0.5803
9139,0.0602,0.1307,0.2145,0.5147
9140,0.0669,0.1255,0.2047,0.5302
9141,0.0780,0.0370,0.2466,0.5811
9142,0.2751,0.0064,0.2139,0.4462
9143,0.2109,0.0513,0.2075,0.4726
9144,0.1800,0.0715,0.1973,0.4483
9145,0.1797,0.0961,0.1773,0.4823
9146,0.1093,0.1893,0.1502,0.4909
9147,0.0586,0.3503,0.1222,0.4390
9148,0.0608,0.3366,0.1136,0.4583
9149,0.0636,0.2645,0.1259,0.5030
9150,0.2193,0.0668,0.1563,0.5147
9151,0.2356,0.0300,0.1565,0.5485
9152,0.1778,0.0435,0.1583,0.5849
9153,0.1996,0.0684,0.1596,0.5427
9154,0.2724,0.0167,0.1526,0.5280
9155,0.2964,0.0179,0.1519,0.4856
9156,0.2727,0.0687,0.1248,0.4677
9157,0.4130,0.0241,0.1246,0.4147
9158,0.2883,0.1370,0.1012,0.4425
9159,0.1710,0.1932,0.0843,0.4891
9160,0.1709,0.2139,0.0819,0.4814
9161,0.2215,0.0922,0.1111,0.5478
9162,0.3291,0.0472,0.0961,0.4944
9163,0.4127,0.0234,0.0878,0.4379
9164,0.4169,0.0151,0.0823,0.4575
9165,0.5197,0.0029,0.0835,0.3613
9166,0.4832,0.0176,0.0786,0.3818
9167,0.5033,0.0115,0.0758,0.3889
9168,0.3567,0.0151,0.0614,0.3599
9169,0.2818,0.0933,0.0559,0.4267
9170,0.2846,0.2132,0.0457,0.3648
9171,0.1591,0.3099,0.0589,0.4374
9172,0.1387,0.3494,0.0582,0.4245
9173,0.3147,0.1596,0.0417,0.4020
9174,0.3565,0.0833,0.0484,0.4228
9175,0.3536,0.1371,0.0378,0.4554
9176,0.4253,0.0811,0.0391,0.4066
9177,0.3330,0.0499,0.0285,0.2648
9178,0.4464,0.0234,0.0174,0.2152
9179,0.6533,0.0678,0.0122,0.2178
9180,0.5737,0.0509,0.0278,0.3291
9181,0.5130,0.0387,0.0277,0.4011
9182,0.7303,0.0220,0.0186,0.2105
9183,0.6854,0.0262,0.0210,0.2473
9184,0.7407,0.0218,0.0139,0.2077
9185,0.5880,0.0257,0.0227,0.2542
9186,0.5400,0.0622,0.0256,0.3445
9187,0.6256,0.0327,0.0309,0.2586
9188,0.7535,0.0130,0.0363,0.1857
9189,0.7283,0.0233,0.0315,0.2037
9190,0.7408,0.0218,0.0325,0.1829
9191,0.7101,0.0335,0.0309,0.2075
9192,0.6808,0.0295,0.0247,0.2344
9193,0.6971,0.0404,0.0245,0.2091
9194,0.7429,0.0386,0.0166,0.1823
9195,0.7889,0.0286,0.0136,0.1513
9196,0.6471,0.0169,0.0159,0.1115
9197,0.8778,0.0025,0.0158,0.0915
9198,0.8768,0.0040,0.0144,0.0900
9199,0.8899,0.0039,0.0137,0.0797
9200,0.7824,0.0383,0.0179,0.1449
9201,0.2742,0.3001,0.0292,0.3619
9202,0.4838,0.1576,0.0331,0.2555
9203,0.5364,0.0843,0.0250,0.2318
9204,0.8547,0.0101,0.0154,0.0944
9205,0.8821,0.0116,0.0092,0.0835
9206,0.9090,0.0039,0.0078,0.0674
9207,0.9236,0.0026,0.0066,0.0572
9208,0.8695,0.0061,0.0116,0.0940
9209,0.8472,0.0105,0.0124,0.1075
9210,0.8910,0.0071,0.0089,0.0824
9211,0.8766,0.0098,0.0105,0.0890
9212,0.8607,0.0159,0.0111,0.0900
9213,0.5568,0.2180,0.0282,0.1543
9214,0.4251,0.3441,0.0251,0.1558
9215,0.4756,0.3090,0.0291,0.1496
9216,0.3738,0.3037,0.0349,0.1443
9217,0.7929,0.0733,0.0186,0.0956
9218,0.8975,0.0274,0.0050,0.0546
9219,0.8901,0.0268,0.0085,0.0636
9220,0.9209,0.0122,0.0059,0.0531
9221,0.8961,0.0232,0.0068,0.0652
9222,0.8317,0.0440,0.0143,0.0964
9223,0.8114,0.0459,0.0136,0.1102
9224,0.7883,0.0403,0.0169,0.1232
9225,0.8564,0.0242,0.0132,0.0952
9226,0.8405,0.0430,0.0132,0.0895
9227,0.8059,0.0444,0.0154,0.1185
9228,0.7553,0.0507,0.0212,0.1552
9229,0.7200,0.0919,0.0198,0.1486
9230,0.7458,0.0580,0.0162,0.1357
9231,0.7335,0.0763,0.0195,0.1442
9232,0.7434,0.0650,0.0190,0.1442
9233,0.6731,0.0490,0.0205,0.1687
9234,0.7569,0.0313,0.0164,0.1319
9235,0.8335,0.0376,0.0119,0.0974
9236,0.9233,0.0113,0.0062,0.0501
9237,0.8146,0.0290,0.0165,0.1162
9238,0.7861,0.0514,0.0152,0.1218
9239,0.0003,0.0000,0.2241,0.2015
9240,0.0066,0.0000,0.2902,0.1337
9241,0.0184,0.0000,0.3167,0.0843
9242,0.0360,0.0000,0.3197,0.1447
9243,0.0354,0.0001,0.2955,0.1988
9244,0.0203,0.0003,0.2839,0.2014
9245,0.0083,0.0000,0.2849,0.2330
9246,0.0002,0.0024,0.0950,0.1089
9247,0.0070,0.0959,0.1093,0.1648
9248,0.0307,0.0386,0.2132,0.2137
9249,0.0269,0.0000,0.2608,0.3171
9250,0.0020,0.0000,0.2794,0.4498
9251,0.0001,0.0000,0.2400,0.5866
9252,0.0000,0.0000,0.2022,0.6693
9253,0.0001,0.0000,0.2327,0.5610
9254,0.0003,0.0000,0.2429,0.5419
