EcoTypeID,VegID,treeSpecfrac,EcoTypeDescription
3382,Carya,0.030721007,
3382,Gordonia lasianthus,0.026081642,
3382,Liquidambar styraciflua,0.03657607,
3382,Magnolia grandiflora,0.008319314,
3382,Magnolia virginiana,0.015863211,
3382,Morus,0.007675323,
3382,Nyssa sylvatica,0.155471296,
3382,Persea borbonia,0.015587215,
3382,Pinus elliottii,0.113000736,
3382,Pinus serotina,0.007787036,
3382,Pinus taeda,0.291011723,
3382,Prunus serotina,0.017276049,
3382,Quercus falcata,0.026843918,
3382,Quercus falcata,0.007662181,
3382,Quercus laurifolia,0.043219693,
3382,Quercus nigra,0.090868468,
3382,Quercus phellos,0.007557039,
3382,Quercus virginiana,0.080610609,
3382,Sassafras albidum,0.000867417,
3382,UNKNOWN Tree,0.007773893,
3383,Acacia berlandieri,0.000303373,
3383,Acacia constricta,4.20E-08,
3383,Acacia greggii,2.07E-08,
3383,Acacia rigidula,1.02E-08,
3383,Acer rubrum,3.95E-08,
3383,Asimina triloba,2.56E-08,
3383,Berchemia scandens,1.53E-06,
3383,Betula nigra,3.67E-08,
3383,Bumelia lanuginosa,0.001380121,
3383,Carpinus caroliniana,2.33E-06,
3383,Carya,5.55E-08,
3383,Carya illinoinensis,0.004111389,
3383,Celtis,0.002046479,
3383,Celtis laevigata,0.001131614,
3383,Celtis lindheimeri,0.003098907,
3383,Celtis occidentalis,5.29E-06,
3383,Cercis canadensis,2.01E-06,
3383,Cornus,4.62E-05,
3383,Cornus amomum,3.79E-08,
3383,Cornus florida,5.17E-06,
3383,Corylus,6.01E-08,
3383,Crataegus,0.005056708,
3383,Desmanthus,0.000922736,
3383,Desmanthus illinoensis,0.000338995,
3383,Diospyros,0.000104564,
3383,Diospyros virginiana,8.43E-07,
3383,Fraxinus pennsylvanica,6.54E-11,
3383,Gleditsia triacanthos,3.61E-08,
3383,Heteropogon contortus,0.04042303,
3383,Ilex coriacea,3.12E-05,
3383,Ilex glabra,2.33E-06,
3383,Ilex opaca,9.33E-06,
3383,Ilex vomitoria,0.005674832,
3383,Juniperus,2.01E-06,
3383,Juniperus deppeana,2.83E-09,
3383,Juniperus monosperma,4.19E-08,
3383,Juniperus virginiana,1.22E-08,
3383,Liquidambar styraciflua,7.07E-08,
3383,Lycium,2.34E-08,
3383,Maclura pomifera,7.08E-05,
3383,Mimosa biuncifera,2.77E-07,
3383,Mimosa borealis,0.000226244,
3383,Mimosa microphylla,0.000241136,
3383,Myrica cerifera,0.000104478,
3383,Nyssa sylvatica,3.95E-08,
3383,Nyssa sylvatica var. biflora,1.10E-07,
3383,Ostrya virginiana,3.73E-07,
3383,Oxydendrum arboreum,5.51E-08,
3383,Pinus cembroides,9.59E-09,
3383,Pinus echinata,7.07E-08,
3383,Pinus edulis,3.09E-08,
3383,Pinus ponderosa,1.25E-11,
3383,Pithecellobium flexicaule,7.65E-07,
3383,Platanus occidentalis,5.47E-10,
3383,Populus deltoides,0.002134979,
3383,Prosopis juliflora,0.00789876,
3383,Prunus americana,0.00031845,
3383,Prunus angustifolia,1.21E-05,
3383,Quercus,0.008146549,
3383,Quercus alba,7.08E-08,
3383,Quercus durandii var. breviloba,0.06520647,
3383,Quercus emoryi,1.17E-08,
3383,Quercus falcata,7.07E-08,
3383,Quercus grisea,2.11E-07,
3383,Quercus havardii,0.000232314,
3383,Quercus hypoleucoides,4.05E-12,
3383,Quercus incana,0.000769868,
3383,Quercus lyrata,3.67E-08,
3383,Quercus marilandica,0.03197311,
3383,Quercus nigra,2.10E-05,
3383,Quercus pumila,5.33E-07,
3383,Quercus stellata,0.2236176,
3383,Quercus velutina,1.14E-10,
3383,Quercus virginiana,0.5733416,
3383,Rhus,0.00148233,
3383,Rhus aromatica,9.47E-11,
3383,Rhus microphylla,1.94E-08,
3383,Robinia pseudoacacia,1.09E-09,
3383,Salix,6.43E-06,
3383,Salix nigra,6.78E-05,
3383,Sapium sebiferum,2.06E-05,
3383,Sassafras albidum,2.45E-06,
3383,Smilax,0.002271332,
3383,Smilax rotundifolia,1.01E-06,
3383,Tamarix,0.000277378,
3383,Tephrosia virginiana,8.75E-09,
3383,Ulmus,0.001479295,
3383,Ulmus alata,0.002361445,
3383,Ulmus americana,0.00609929,
3383,Ulmus crassifolia,0.006910974,
3384,Cornus drummondii,0.008676839,
3384,Cornus florida,0.000112675,
3384,Crataegus,0.4176929,
3384,Ilex coriacea,5.67E-06,
3384,Ilex glabra,7.09E-05,
3384,Ilex opaca,1.70E-05,
3384,Ilex vomitoria,7.09E-05,
3384,Morus rubra,4.18E-05,
3384,Myrica cerifera,7.23E-05,
3384,Prunus,7.09E-05,
3384,Quercus incana,1.98E-05,
3384,Smilax,0.5731483,
3385,Acer negundo,0.002896208,
3385,Acer saccharinum,0.00180918,
3385,Betula papyrifera,0.002204463,
3385,Carya cordiformis,0.037805266,
3385,Carya laciniosa,0.000344606,
3385,Carya ovata,0.043397507,
3385,Celtis occidentalis,0.103822587,
3385,Cercis canadensis,0.036026493,
3385,Fraxinus americana,0.006636193,
3385,Fraxinus pennsylvanica,0.124547069,
3385,Gleditsia triacanthos,0.037937027,
3385,Gymnocladus dioicus,0.001695156,
3385,Juglans nigra,0.098460928,
3385,Juniperus scopulorum,0.000643602,
3385,Juniperus virginiana,0.018345183,
3385,Maclura pomifera,0.059434339,
3385,Morus rubra,0.010355907,
3385,Ostrya virginiana,0.002736574,
3385,Pinus contorta,0.0015862,
3385,Pinus flexilis,0.015362824,
3385,Platanus occidentalis,0.020668738,
3385,Populus deltoides,0.009311954,
3385,Populus tremuloides,0.016796992,
3385,Prunus serotina,0.007857516,
3385,Prunus virginiana,6.59E-05,
3385,Pseudotsuga menziesii,0.010203875,
3385,Quercus alba,0.004796607,
3385,Quercus imbricaria,0.006740081,
3385,Quercus macrocarpa,0.054348872,
3385,Quercus marilandica,0.005060129,
3385,Quercus muehlenbergii,0.032524692,
3385,Quercus rubra,0.02729226,
3385,Quercus stellata,0.002845531,
3385,Quercus velutina,0.015905071,
3385,Robinia pseudoacacia,0.001880128,
3385,Salix nigra,0.002886072,
3385,Tilia americana,0.013591652,
3385,Ulmus americana,0.123675419,
3385,Ulmus pumila,0.001492447,
3385,Ulmus rubra,0.035451306,
3385,UNKNOWN Tree,0.00055745,
3386,Abies balsamea,0.636363637,
3386,Betula papyrifera,0.247742839,
3386,Picea rubens,0.088574097,
3386,Sorbus americana,0.027319427,
3387,Acer rubrum,0.029753205,
3387,Carya,0.027915814,
3387,Celtis,0.002776966,
3387,Nyssa sylvatica,0.148244039,
3387,Pinus elliottii,0.272163528,
3387,Quercus michauxii,0.027414707,
3387,Taxodium distichum,0.443583747,
3387,Taxodium distichum,0.048147993,
3389,Abies balsamea,0.114528,
3389,Acer pensylvanicum,0.3091149,
3389,Acer rubrum,0.005709433,
3389,Acer saccharum,0.01357387,
3389,Acer spicatum,0.105078,
3389,Alnus,1.50E-07,
3389,Alnus glutinosa,0.02506306,
3389,Alnus rugosa,0.000155483,
3389,Asimina triloba,3.27E-08,
3389,Betula alleghaniensis,0.01425394,
3389,Betula papyrifera,0.007856844,
3389,Betula populifolia,0.002929859,
3389,Celtis occidentalis,0.000964022,
3389,Cornus,1.95E-07,
3389,Cornus alternifolia,0.000436677,
3389,Cornus canadensis,0.1042826,
3389,Cornus florida,3.27E-08,
3389,Corylus americana,0.003468506,
3389,Corylus cornuta,2.64E-05,
3389,Fagus grandifolia,0.009848568,
3389,Fraxinus americana,0.008153981,
3389,Hamamelis virginiana,0.006485625,
3389,Larix decidua,6.34E-05,
3389,Larix laricina,0.000222261,
3389,Myrica aspleniifolia,0.001547143,
3389,Myrica pensylvanica,2.18E-07,
3389,Ostrya virginiana,0.09617674,
3389,Picea glauca,0.00897028,
3389,Picea mariana,0.000285667,
3389,Picea rubens,0.1162573,
3389,Pinus resinosa,0.001536341,
3389,Pinus strobus,0.01262362,
3389,Populus tremuloides,0.000893033,
3389,Prunus serotina,1.31E-06,
3389,Prunus virginiana,3.90E-07,
3389,Quercus alba,3.47E-06,
3389,Quercus rubra,0.001166026,
3389,Salix,0.02506306,
3389,Smilax rotundifolia,1.91E-08,
3389,Thuja occidentalis,0.002345818,
3389,Tsuga canadensis,0.000913573,
3390,Acacia berlandieri,0.007558209,
3390,Acacia constricta,1.06E-05,
3390,Acacia greggii,5.24E-06,
3390,Acacia rigidula,2.57E-06,
3390,Acer rubrum,1.43E-07,
3390,Berchemia scandens,9.16E-06,
3390,Betula nigra,1.71E-08,
3390,Bumelia lanuginosa,4.64E-08,
3390,Carya illinoinensis,0.000403413,
3390,Celtis,0.003867124,
3390,Celtis laevigata,0.000261883,
3390,Celtis lindheimeri,1.19E-05,
3390,Celtis occidentalis,6.22E-05,
3390,Celtis pallida,0.001008134,
3390,Cercis canadensis,3.30E-10,
3390,Cornus,0.000153864,
3390,Cornus drummondii,1.50E-07,
3390,Cornus florida,1.04E-06,
3390,Corylus,1.65E-09,
3390,Crataegus,0.000531977,
3390,Desmanthus,0.004793992,
3390,Diospyros,0.000967774,
3390,Diospyros virginiana,1.71E-08,
3390,Heteropogon contortus,0.6391523,
3390,Ilex coriacea,0.000112582,
3390,Ilex glabra,1.05E-07,
3390,Ilex opaca,8.90E-05,
3390,Ilex vomitoria,0.0196802,
3390,Juniperus,2.49E-05,
3390,Juniperus deppeana,7.16E-07,
3390,Juniperus monosperma,1.06E-05,
3390,Juniperus virginiana,2.76E-09,
3390,Lycium,0.01565602,
3390,Maclura pomifera,9.82E-07,
3390,Mimosa biuncifera,7.01E-05,
3390,Mimosa microphylla,0.00314245,
3390,Myrica cerifera,0.00122224,
3390,Nyssa sylvatica,5.91E-07,
3390,Nyssa sylvatica var. biflora,8.64E-08,
3390,Ostrya virginiana,1.60E-07,
3390,Pinus cembroides,2.42E-06,
3390,Pinus edulis,7.81E-06,
3390,Pinus ponderosa,3.16E-09,
3390,Pithecellobium flexicaule,0.000711735,
3390,Populus deltoides,0.001638506,
3390,Prosopis juliflora,0.07395827,
3390,Prosopis pubescens,0.02768206,
3390,Prunus americana,3.30E-09,
3390,Quercus,0.000459275,
3390,Quercus alba,3.58E-09,
3390,Quercus durandii var. breviloba,0.00185075,
3390,Quercus emoryi,2.95E-06,
3390,Quercus falcata,1.52E-08,
3390,Quercus grisea,5.32E-05,
3390,Quercus havardii,4.63E-05,
3390,Quercus hypoleucoides,1.02E-09,
3390,Quercus incana,0.002394757,
3390,Quercus lyrata,1.71E-08,
3390,Quercus marilandica,0.01695525,
3390,Quercus nigra,7.59E-05,
3390,Quercus stellata,0.02774888,
3390,Quercus velutina,3.58E-09,
3390,Quercus virginiana,0.1389465,
3390,Rhus aromatica,2.97E-09,
3390,Rhus copallinum,9.59E-07,
3390,Rhus glabra,9.59E-07,
3390,Rhus microphylla,4.91E-06,
3390,Salix,7.44E-05,
3390,Salix nigra,8.66E-05,
3390,Sapium sebiferum,0.003039065,
3390,Sassafras albidum,1.12E-06,
3390,Smilax,0.003187944,
3390,Smilax rotundifolia,0.000251228,
3390,Ulmus alata,0.001439813,
3390,Ulmus americana,0.000441396,
3390,Ulmus crassifolia,0.000124552,
3391,Acacia berlandieri,0.01542595,
3391,Acer rubrum,4.76E-07,
3391,Berchemia scandens,4.26E-06,
3391,Betula nigra,5.75E-08,
3391,Bumelia lanuginosa,2.87E-09,
3391,Carya illinoinensis,0.001600593,
3391,Celtis,0.01155714,
3391,Celtis laevigata,0.001024599,
3391,Celtis lindheimeri,5.01E-05,
3391,Celtis occidentalis,0.000128305,
3391,Celtis pallida,9.37E-05,
3391,Cercis canadensis,6.81E-10,
3391,Cornus,0.00051418,
3391,Cornus drummondii,2.99E-08,
3391,Cornus florida,2.42E-07,
3391,Corylus,3.40E-09,
3391,Crataegus,0.002367457,
3391,Desmanthus,0.001030365,
3391,Diospyros,0.00237819,
3391,Diospyros virginiana,5.75E-08,
3391,Heteropogon contortus,0.6984866,
3391,Ilex coriacea,0.000376175,
3391,Ilex glabra,2.10E-08,
3391,Ilex opaca,0.000180603,
3391,Ilex vomitoria,0.01425153,
3391,Juniperus virginiana,1.21E-08,
3391,Lycium,0.000132969,
3391,Maclura pomifera,1.08E-05,
3391,Mimosa microphylla,0.007197786,
3391,Myrica cerifera,0.001347713,
3391,Nyssa sylvatica,5.66E-07,
3391,Nyssa sylvatica var. biflora,1.79E-07,
3391,Ostrya virginiana,5.43E-07,
3391,Pithecellobium flexicaule,0.000927922,
3391,Populus deltoides,0.003942499,
3391,Prosopis juliflora,0.0494333,
3391,Prosopis pubescens,0.001882842,
3391,Prunus americana,6.81E-09,
3391,Quercus,0.001165819,
3391,Quercus alba,7.37E-09,
3391,Quercus durandii var. breviloba,0.000882525,
3391,Quercus falcata,3.04E-09,
3391,Quercus incana,0.008136931,
3391,Quercus lyrata,5.75E-08,
3391,Quercus marilandica,0.05077492,
3391,Quercus nigra,0.000302414,
3391,Quercus stellata,0.07135479,
3391,Quercus velutina,7.37E-09,
3391,Quercus virginiana,0.04399877,
3391,Rhus aromatica,6.13E-09,
3391,Rhus copallinum,2.26E-07,
3391,Rhus glabra,2.26E-07,
3391,Salix,9.58E-05,
3391,Salix nigra,0.000295071,
3391,Sapium sebiferum,0.000870391,
3391,Sassafras albidum,7.60E-07,
3391,Smilax,0.001832419,
3391,Smilax rotundifolia,2.91E-05,
3391,Ulmus alata,0.003589991,
3391,Ulmus americana,0.00206509,
3391,Ulmus crassifolia,0.000256754,
3392,Acacia berlandieri,0.01852753,
3392,Acacia constricta,3.76E-05,
3392,Acacia greggii,1.85E-05,
3392,Acacia rigidula,9.08E-06,
3392,Acer rubrum,1.02E-08,
3392,Berchemia scandens,6.95E-07,
3392,Betula nigra,5.46E-09,
3392,Bumelia lanuginosa,1.25E-07,
3392,Carya illinoinensis,0.00015799,
3392,Celtis,0.001502633,
3392,Celtis laevigata,2.85E-05,
3392,Celtis lindheimeri,2.97E-06,
3392,Celtis occidentalis,0.000100534,
3392,Celtis pallida,0.000233474,
3392,Cercis canadensis,8.72E-10,
3392,Cornus,1.10E-05,
3392,Cornus drummondii,4.27E-08,
3392,Cornus florida,1.15E-07,
3392,Corylus,4.36E-09,
3392,Crataegus,0.000101055,
3392,Desmanthus,0.000350708,
3392,Diospyros,0.001780358,
3392,Diospyros virginiana,5.46E-09,
3392,Heteropogon contortus,0.8291987,
3392,Ilex coriacea,8.05E-06,
3392,Ilex glabra,2.99E-08,
3392,Ilex opaca,6.16E-06,
3392,Ilex vomitoria,0.004678226,
3392,Juniperus,8.81E-05,
3392,Juniperus deppeana,2.53E-06,
3392,Juniperus monosperma,3.75E-05,
3392,Juniperus virginiana,1.72E-09,
3392,Lycium,0.001683392,
3392,Maclura pomifera,8.92E-07,
3392,Mimosa biuncifera,0.000247978,
3392,Mimosa microphylla,0.006791196,
3392,Myrica cerifera,7.72E-05,
3392,Nyssa sylvatica,1.38E-07,
3392,Nyssa sylvatica var. biflora,2.61E-08,
3392,Ostrya virginiana,5.14E-08,
3392,Pinus cembroides,8.58E-06,
3392,Pinus edulis,2.76E-05,
3392,Pinus ponderosa,1.12E-08,
3392,Pithecellobium flexicaule,0.001188619,
3392,Populus deltoides,0.00230539,
3392,Prosopis juliflora,0.03634409,
3392,Prosopis pubescens,0.01060212,
3392,Prunus americana,8.72E-09,
3392,Quercus,4.04E-05,
3392,Quercus alba,9.44E-09,
3392,Quercus durandii var. breviloba,0.00056409,
3392,Quercus emoryi,1.05E-05,
3392,Quercus falcata,4.35E-09,
3392,Quercus grisea,0.000188329,
3392,Quercus havardii,0.00016369,
3392,Quercus hypoleucoides,3.62E-09,
3392,Quercus incana,0.000174271,
3392,Quercus lyrata,5.46E-09,
3392,Quercus marilandica,0.004562623,
3392,Quercus nigra,5.86E-06,
3392,Quercus stellata,0.008933263,
3392,Quercus velutina,9.44E-09,
3392,Quercus virginiana,0.06623533,
3392,Rhus aromatica,7.84E-09,
3392,Rhus copallinum,9.27E-08,
3392,Rhus glabra,9.27E-08,
3392,Rhus microphylla,1.74E-05,
3392,Salix,4.87E-06,
3392,Salix nigra,6.71E-06,
3392,Sapium sebiferum,0.00018839,
3392,Sassafras albidum,1.11E-07,
3392,Smilax,0.000171357,
3392,Smilax rotundifolia,1.05E-05,
3392,Ulmus alata,0.002267781,
3392,Ulmus americana,9.33E-05,
3392,Ulmus crassifolia,0.000201536,
3393,Acacia berlandieri,0.000167377,
3393,Acacia constricta,9.94E-06,
3393,Acacia greggii,4.90E-06,
3393,Acacia rigidula,2.40E-06,
3393,Acer rubrum,3.07E-10,
3393,Berchemia scandens,8.88E-11,
3393,Betula nigra,2.13E-12,
3393,Bumelia lanuginosa,0.000522867,
3393,Carya illinoinensis,0.000525801,
3393,Celtis,7.03E-05,
3393,Celtis laevigata,0.0001458,
3393,Celtis lindheimeri,0.002346437,
3393,Celtis occidentalis,9.25E-07,
3393,Cercis canadensis,7.65E-12,
3393,Cornus,3.31E-07,
3393,Cornus florida,7.65E-12,
3393,Corylus,3.82E-11,
3393,Crataegus,0.000170659,
3393,Desmanthus,0.006080761,
3393,Desmanthus illinoensis,0.001213902,
3393,Diospyros,1.61E-05,
3393,Diospyros virginiana,2.13E-12,
3393,Heteropogon contortus,0.02744432,
3393,Ilex coriacea,2.42E-07,
3393,Ilex opaca,5.32E-08,
3393,Ilex vomitoria,0.000206356,
3393,Juniperus,2.81E-05,
3393,Juniperus deppeana,6.71E-07,
3393,Juniperus monosperma,9.91E-06,
3393,Juniperus virginiana,6.81E-12,
3393,Lycium,5.53E-06,
3393,Maclura pomifera,2.45E-06,
3393,Mimosa biuncifera,6.56E-05,
3393,Mimosa borealis,0.000293175,
3393,Mimosa microphylla,6.05E-05,
3393,Myrica cerifera,7.41E-07,
3393,Nyssa sylvatica,3.07E-10,
3393,Nyssa sylvatica var. biflora,6.39E-12,
3393,Ostrya virginiana,2.01E-11,
3393,Pinus cembroides,2.27E-06,
3393,Pinus edulis,7.31E-06,
3393,Pinus ponderosa,2.96E-09,
3393,Pithecellobium flexicaule,5.56E-07,
3393,Populus deltoides,0.000429955,
3393,Prosopis juliflora,0.0264591,
3393,Prunus americana,0.003730523,
3393,Prunus angustifolia,3.23E-05,
3393,Quercus,0.004900336,
3393,Quercus alba,8.29E-11,
3393,Quercus durandii var. breviloba,0.03589952,
3393,Quercus emoryi,2.77E-06,
3393,Quercus grisea,4.98E-05,
3393,Quercus havardii,0.001925903,
3393,Quercus hypoleucoides,9.59E-10,
3393,Quercus incana,8.62E-06,
3393,Quercus lyrata,2.13E-12,
3393,Quercus marilandica,0.03248792,
3393,Quercus nigra,1.63E-07,
3393,Quercus stellata,0.1897668,
3393,Quercus velutina,8.29E-11,
3393,Quercus virginiana,0.65464,
3393,Rhus,0.000514073,
3393,Rhus aromatica,6.88E-11,
3393,Rhus microphylla,4.60E-06,
3393,Salix,4.98E-08,
3393,Salix nigra,1.71E-06,
3393,Sapium sebiferum,1.58E-07,
3393,Sassafras albidum,3.69E-10,
3393,Smilax,0.000686864,
3393,Smilax rotundifolia,5.85E-11,
3393,Tamarix,0.003455223,
3393,Ulmus,0.000514073,
3393,Ulmus alata,0.00187686,
3393,Ulmus americana,0.00059025,
3393,Ulmus crassifolia,0.002616139,
3394,Acer rubrum,0.24207352,
3394,Carya cordiformis,0.012508229,
3394,Ostrya virginiana,0.005245386,
3394,Pinus banksiana,0.136295101,
3394,Pinus resinosa,0.003419058,
3394,Pinus strobus,0.007496443,
3394,Populus tremuloides,0.062817218,
3394,Quercus alba,0.08757884,
3394,Quercus bicolor,0.030474208,
3394,Quercus ellipsoidalis,0.038756397,
3394,Quercus rubra,0.187262418,
3394,Quercus velutina,0.142326233,
3394,Tilia americana,0.043746947,
3395,Abies balsamea,0.034434944,
3395,Acer negundo,0.002506235,
3395,Acer rubrum,0.12179211,
3395,Acer saccharum,0.035715369,
3395,Betula alleghaniensis,0.003977814,
3395,Betula nigra,0.027061879,
3395,Betula papyrifera,0.023879021,
3395,Carpinus caroliniana,0.000382307,
3395,Carya glabra,0.002008629,
3395,Carya ovata,0.000175983,
3395,Cornus florida,0.002169441,
3395,Fagus grandifolia,0.003732045,
3395,Fraxinus americana,0.002002561,
3395,Fraxinus nigra,0.01576865,
3395,Fraxinus pennsylvanica,0.005288581,
3395,Liriodendron tulipifera,0.001708245,
3395,Ostrya virginiana,0.002136065,
3395,Picea glauca,0.019321678,
3395,Pinus banksiana,0.036489086,
3395,Pinus resinosa,0.053453204,
3395,Pinus strobus,0.01017665,
3395,Populus deltoides,0.006851185,
3395,Populus grandidentata,0.031704179,
3395,Populus tremuloides,0.067113096,
3395,Prunus americana,0.000658418,
3395,Prunus pensylvanica,0.000612905,
3395,Prunus serotina,0.016235914,
3395,Prunus virginiana,0.000112265,
3395,Quercus alba,0.144044809,
3395,Quercus ellipsoidalis,0.011636092,
3395,Quercus imbricaria,0.002008629,
3395,Quercus macrocarpa,0.001811407,
3395,Quercus palustris,0.038024383,
3395,Quercus rubra,0.068256983,
3395,Quercus velutina,0.155611115,
3395,Salix,0.00053705,
3395,Sassafras albidum,0.006872425,
3395,Thuja occidentalis,0.025280814,
3395,Tilia americana,0.012288442,
3395,Ulmus americana,0.006159392,
3396,Acer rubrum,0.094110929,
3396,Acer saccharinum,0.012204304,
3396,Alnus glutinosa,0.00089568,
3396,Carpinus caroliniana,0.000178713,
3396,Carya,0.013174007,
3396,Carya illinoensis,0.000650346,
3396,Celtis,0.002364511,
3396,Celtis laevigata,0.000525564,
3396,Cercis canadensis,0.000531909,
3396,Cornus florida,0.000659864,
3396,Diospyros virginiana,0.000238989,
3396,Fagus grandifolia,0.018321789,
3396,Fraxinus,0.001573521,
3396,Fraxinus pennsylvanica,0.004054354,
3396,Gleditsia aquatica,0.001256279,
3396,Liquidambar styraciflua,0.090365357,
3396,Liriodendron tulipifera,0.009264527,
3396,Magnolia grandiflora,0.001279543,
3396,Magnolia virginiana,0.012708719,
3396,Nyssa aquatica,0.025874266,
3396,Nyssa sylvatica,0.029010733,
3396,Nyssa sylvatica,0.016460636,
3396,Oxydendrum arboreum,0.000198805,
3396,Persea borbonia,0.009702321,
3396,Picea abies,0.002460741,
3396,Pinus elliottii,0.090165495,
3396,Pinus serotina,0.024376884,
3396,Pinus taeda,0.225678634,
3396,Pinus virginiana,0.000555174,
3396,Prunus serotina,0.010992439,
3396,Quercus alba,0.017115212,
3396,Quercus coccinea,0.001573521,
3396,Quercus falcata,0.014109872,
3396,Quercus laurifolia,0.060454714,
3396,Quercus michauxii,0.008478824,
3396,Quercus nigra,0.026830223,
3396,Quercus palustris,0.000291863,
3396,Quercus phellos,0.010341035,
3396,Quercus prinus,0.001320785,
3396,Quercus rubra,0.000671496,
3396,Quercus stellata,0.004185481,
3396,Quercus stellata,0.000361656,
3396,Quercus virginiana,0.040801565,
3396,Salix,0.030785174,
3396,Sassafras albidum,0.005376196,
3396,Taxodium distichum,0.064476286,
3396,Ulmus,0.004907735,
3396,Ulmus americana,0.004400148,
3396,UNKNOWN Tree,0.003683181,
3397,Acer saccharum,0.01255877,
3397,Carya,0.291350756,
3397,Celtis laevigata,0.001673091,
3397,Celtis occidentalis,0.012707019,
3397,Cercis canadensis,0.022173747,
3397,Diospyros virginiana,0.037125672,
3397,Fraxinus americana,0.042843831,
3397,Fraxinus pennsylvanica,0.012643483,
3397,Fraxinus quadrangulata,0.024926935,
3397,Juniperus virginiana,0.372548604,
3397,Ostrya virginiana,0.035833792,
3397,Quercus muehlenbergii,0.078592909,
3397,Quercus rubra,0.013278834,
3397,Robinia pseudoacacia,0.012495235,
3397,Ulmus alata,0.029247321,
3398,Carya,0.440312475,
3398,Cornus florida,0.023272846,
3398,Pinus echinata,0.048986899,
3398,Quercus coccinea,0.09553259,
3398,Quercus falcata,0.146879323,
3398,Quercus stellata,0.147774432,
3398,Quercus velutina,0.097241435,
3399,Acer rubrum,1.06E-05,
3399,Acer saccharum,3.73E-08,
3399,Alnus,0.001770105,
3399,Alnus rugosa,0.005965075,
3399,Chamaecyparis thyoides,0.00145099,
3399,Cornus,6.80E-06,
3399,Cornus amomum,0.000014869,
3399,Cornus florida,0.000213414,
3399,Cornus stolonifera,0.002347018,
3399,Corylus americana,0.01421038,
3399,Corylus cornuta,0.24541,
3399,Crataegus,3.73E-08,
3399,Diospyros virginiana,1.13E-07,
3399,Fraxinus,3.73E-08,
3399,Hamamelis virginiana,0.001913019,
3399,Ilex,0.0002825,
3399,Ilex coriacea,2.72E-07,
3399,Ilex glabra,3.85E-07,
3399,Ilex opaca,0.002763289,
3399,Juniperus horizontalis,0.000126218,
3399,Juniperus virginiana,0.002609917,
3399,Lindera benzoin,0.002503076,
3399,Liquidambar styraciflua,0.0002825,
3399,Magnolia virginiana,7.74E-05,
3399,Myrica cerifera,0.000336017,
3399,Myrica pensylvanica,0.0131783,
3399,Nyssa sylvatica,6.80E-06,
3399,Oxydendrum arboreum,1.13E-07,
3399,Persea borbonia,1.13E-07,
3399,Pinus strobus,0.003503963,
3399,Populus tremuloides,0.000014869,
3399,Prunus,0.002698259,
3399,Prunus maritima,0.002698259,
3399,Prunus serotina,0.002367812,
3399,Quercus alba,0.003042873,
3399,Quercus phellos,0.0002825,
3399,Rhus copallinum,0.002609917,
3399,Salix,6.75E-05,
3399,Sassafras albidum,0.000220098,
3399,Smilax,0.6865048,
3399,Smilax rotundifolia,0.000509808,
3400,Acer pensylvanicum,0.000836005,
3400,Acer rubrum,0.069151413,
3400,Acer saccharum,0.053939567,
3400,Aesculus,0.000674406,
3400,Ailanthus altissima,0.008663857,
3400,Alnus glutinosa,0.001275554,
3400,Betula,0.002717017,
3400,Betula lenta,0.018135709,
3400,Carpinus caroliniana,6.46E-06,
3400,Carya,0.049878048,
3400,Carya cordiformis,4.31E-06,
3400,Carya glabra,0.000661478,
3400,Carya ovata,0.001603061,
3400,Castanea dentata,0.000443858,
3400,Celtis,0.000284414,
3400,Celtis occidentalis,0.000133588,
3400,Cercis canadensis,0.002751491,
3400,Cornus florida,0.013794084,
3400,Crataegus,0.002906626,
3400,Diospyros virginiana,0.011447668,
3400,Fagus grandifolia,0.02020633,
3400,Fraxinus americana,0.036820855,
3400,Juglans nigra,0.013826404,
3400,Juniperus virginiana,0.002339952,
3400,Larix,0.001264781,
3400,Liriodendron tulipifera,0.058727205,
3400,Magnolia acuminata,0.001271245,
3400,Malus,0.005184093,
3400,Nyssa sylvatica,0.022046403,
3400,Nyssa sylvatica,0.004951391,
3400,Ostrya virginiana,0.002589892,
3400,Oxydendrum arboreum,0.000482642,
3400,Pinus rigida,0.024414365,
3400,Pinus strobus,0.014976988,
3400,Pinus taeda,0.018704537,
3400,Pinus virginiana,0.008008843,
3400,Platanus occidentalis,0.006233409,
3400,Populus grandidentata,0.001310029,
3400,Populus tremuloides,0.000112042,
3400,Prunus,1.72E-05,
3400,Prunus pensylvanica,0.001521185,
3400,Prunus serotina,0.048546473,
3400,Quercus alba,0.115793173,
3400,Quercus coccinea,0.019680594,
3400,Quercus prinus,0.094332834,
3400,Quercus rubra,0.082589979,
3400,Quercus velutina,0.062038905,
3400,Robinia pseudoacacia,0.038023151,
3400,Sassafras albidum,0.016308563,
3400,Tilia americana,0.025948478,
3400,Tsuga canadensis,0.003850364,
3400,Ulmus americana,0.002999276,
3400,Ulmus rubra,0.005559003,
3400,UNKNOWN Tree,1.08E-05,
3401,Acer negundo,0.016273161,
3401,Acer rubrum,0.010098351,
3401,Acer saccharinum,0.010128963,
3401,Acer saccharum,0.088648759,
3401,Aesculus glabra,0.001750113,
3401,Asimina triloba,0.000177548,
3401,Bumelia lanuginosa,0.000556258,
3401,Carpinus caroliniana,0.000428563,
3401,Carya,0.002155061,
3401,Carya cordiformis,0.004439566,
